entrez_gene_id	status	symbol	type_of_gene	description
2091	imputed	FBL	protein-coding	fibrillarin
2098	imputed	ESD	protein-coding	esterase D
2099	imputed	ESR1	protein-coding	estrogen receptor 1
21	imputed	ABCA3	protein-coding	ATP-binding cassette, sub-family A (ABC1), member 3
210	imputed	ALAD	protein-coding	aminolevulinate dehydratase
2101	imputed	ESRRA	protein-coding	estrogen-related receptor alpha
2107	imputed	ETF1	protein-coding	eukaryotic translation termination factor 1
2108	imputed	ETFA	protein-coding	electron-transfer-flavoprotein, alpha polypeptide
2109	measured	ETFB	protein-coding	electron-transfer-flavoprotein, beta polypeptide
211	measured	ALAS1	protein-coding	5'-aminolevulinate synthase 1
2113	measured	ETS1	protein-coding	v-ets avian erythroblastosis virus E26 oncogene homolog 1
2114	imputed	ETS2	protein-coding	v-ets avian erythroblastosis virus E26 oncogene homolog 2
2115	measured	ETV1	protein-coding	ets variant 1
2118	imputed	ETV4	protein-coding	ets variant 4
2119	imputed	ETV5	protein-coding	ets variant 5
2121	imputed	EVC	protein-coding	Ellis van Creveld protein
2122	imputed	MECOM	protein-coding	MDS1 and EVI1 complex locus
2130	imputed	EWSR1	protein-coding	EWS RNA-binding protein 1
2131	measured	EXT1	protein-coding	exostosin glycosyltransferase 1
2132	imputed	EXT2	protein-coding	exostosin glycosyltransferase 2
2135	imputed	EXTL2	protein-coding	exostosin-like glycosyltransferase 2
2138	imputed	EYA1	protein-coding	EYA transcriptional coactivator and phosphatase 1
2139	imputed	EYA2	protein-coding	EYA transcriptional coactivator and phosphatase 2
214	imputed	ALCAM	protein-coding	activated leukocyte cell adhesion molecule
2146	measured	EZH2	protein-coding	enhancer of zeste 2 polycomb repressive complex 2 subunit
2149	imputed	F2R	protein-coding	coagulation factor II (thrombin) receptor
2150	imputed	F2RL1	protein-coding	coagulation factor II (thrombin) receptor-like 1
2152	imputed	F3	protein-coding	coagulation factor III (thromboplastin, tissue factor)
2153	imputed	F5	protein-coding	coagulation factor V (proaccelerin, labile factor)
2157	imputed	F8	protein-coding	coagulation factor VIII, procoagulant component
216	imputed	ALDH1A1	protein-coding	aldehyde dehydrogenase 1 family, member A1
2161	imputed	F12	protein-coding	coagulation factor XII (Hageman factor)
2162	imputed	F13A1	protein-coding	coagulation factor XIII, A1 polypeptide
2166	imputed	FAAH	protein-coding	fatty acid amide hydrolase
2167	imputed	FABP4	protein-coding	fatty acid binding protein 4, adipocyte
217	imputed	ALDH2	protein-coding	aldehyde dehydrogenase 2 family (mitochondrial)
2170	imputed	FABP3	protein-coding	fatty acid binding protein 3, muscle and heart
2171	imputed	FABP5	protein-coding	fatty acid binding protein 5 (psoriasis-associated)
2173	imputed	FABP7	protein-coding	fatty acid binding protein 7, brain
2175	imputed	FANCA	protein-coding	Fanconi anemia, complementation group A
2176	imputed	FANCC	protein-coding	Fanconi anemia, complementation group C
218	imputed	ALDH3A1	protein-coding	aldehyde dehydrogenase 3 family, member A1
2180	imputed	ACSL1	protein-coding	acyl-CoA synthetase long-chain family member 1
2181	imputed	ACSL3	protein-coding	acyl-CoA synthetase long-chain family member 3
2182	imputed	ACSL4	protein-coding	acyl-CoA synthetase long-chain family member 4
2184	measured	FAH	protein-coding	fumarylacetoacetate hydrolase (fumarylacetoacetase)
2185	measured	PTK2B	protein-coding	protein tyrosine kinase 2 beta
2186	imputed	BPTF	protein-coding	bromodomain PHD finger transcription factor
2189	imputed	FANCG	protein-coding	Fanconi anemia, complementation group G
2192	imputed	FBLN1	protein-coding	fibulin 1
2193	imputed	FARSA	protein-coding	phenylalanyl-tRNA synthetase, alpha subunit
219333	imputed	USP12	protein-coding	ubiquitin specific peptidase 12
2194	imputed	FASN	protein-coding	fatty acid synthase
2195	measured	FAT1	protein-coding	FAT atypical cadherin 1
219654	imputed	ZCCHC24	protein-coding	zinc finger, CCHC domain containing 24
2197	imputed	FAU	protein-coding	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed
2199	imputed	FBLN2	protein-coding	fibulin 2
22	imputed	ABCB7	protein-coding	ATP-binding cassette, sub-family B (MDR/TAP), member 7
220	imputed	ALDH1A3	protein-coding	aldehyde dehydrogenase 1 family, member A3
2200	imputed	FBN1	protein-coding	fibrillin 1
2201	imputed	FBN2	protein-coding	fibrillin 2
220134	imputed	SKA1	protein-coding	spindle and kinetochore associated complex subunit 1
2202	imputed	EFEMP1	protein-coding	EGF containing fibulin-like extracellular matrix protein 1
2203	imputed	FBP1	protein-coding	fructose-1,6-bisphosphatase 1
220594	imputed	USP32P2	pseudo	ubiquitin specific peptidase 32 pseudogene 2
2208	imputed	FCER2	protein-coding	Fc fragment of IgE, low affinity II, receptor for (CD23)
220972	imputed	MARCH8	protein-coding	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase
220988	imputed	HNRNPA3	protein-coding	heterogeneous nuclear ribonucleoprotein A3
221	imputed	ALDH3B1	protein-coding	aldehyde dehydrogenase 3 family, member B1
221037	imputed	JMJD1C	protein-coding	jumonji domain containing 1C
221061	imputed	FAM171A1	protein-coding	family with sequence similarity 171, member A1
221092	imputed	HNRNPUL2	protein-coding	heterogeneous nuclear ribonucleoprotein U-like 2
221154	imputed	MICU2	protein-coding	mitochondrial calcium uptake 2
221443	imputed	OARD1	protein-coding	O-acyl-ADP-ribose deacylase 1
2217	imputed	FCGRT	protein-coding	Fc fragment of IgG, receptor, transporter, alpha
221749	imputed	PXDC1	protein-coding	PX domain containing 1
2218	imputed	FKTN	protein-coding	fukutin
221981	imputed	THSD7A	protein-coding	thrombospondin, type I, domain containing 7A
222	imputed	ALDH3B2	protein-coding	aldehyde dehydrogenase 3 family, member B2
2222	measured	FDFT1	protein-coding	farnesyl-diphosphate farnesyltransferase 1
2224	imputed	FDPS	protein-coding	farnesyl diphosphate synthase
223	imputed	ALDH9A1	protein-coding	aldehyde dehydrogenase 9 family, member A1
2230	imputed	FDX1	protein-coding	ferredoxin 1
2232	imputed	FDXR	protein-coding	ferredoxin reductase
2235	imputed	FECH	protein-coding	ferrochelatase
2237	imputed	FEN1	protein-coding	flap structure-specific endonuclease 1
2239	imputed	GPC4	protein-coding	glypican 4
224	imputed	ALDH3A2	protein-coding	aldehyde dehydrogenase 3 family, member A2
2241	imputed	FER	protein-coding	fer (fps/fes related) tyrosine kinase
2243	imputed	FGA	protein-coding	fibrinogen alpha chain
2244	imputed	FGB	protein-coding	fibrinogen beta chain
2246	imputed	FGF1	protein-coding	fibroblast growth factor 1 (acidic)
2247	imputed	FGF2	protein-coding	fibroblast growth factor 2 (basic)
2258	imputed	FGF13	protein-coding	fibroblast growth factor 13
226	measured	ALDOA	protein-coding	aldolase A, fructose-bisphosphate
2260	imputed	FGFR1	protein-coding	fibroblast growth factor receptor 1
2261	imputed	FGFR3	protein-coding	fibroblast growth factor receptor 3
2263	measured	FGFR2	protein-coding	fibroblast growth factor receptor 2
2264	measured	FGFR4	protein-coding	fibroblast growth factor receptor 4
2266	imputed	FGG	protein-coding	fibrinogen gamma chain
2267	imputed	FGL1	protein-coding	fibrinogen-like 1
2271	imputed	FH	protein-coding	fumarate hydratase
2273	imputed	FHL1	protein-coding	four and a half LIM domains 1
2274	measured	FHL2	protein-coding	four and a half LIM domains 2
2275	imputed	FHL3	protein-coding	four and a half LIM domains 3
22794	measured	CASC3	protein-coding	cancer susceptibility candidate 3
22795	imputed	NID2	protein-coding	nidogen 2 (osteonidogen)
22796	measured	COG2	protein-coding	component of oligomeric golgi complex 2
2280	imputed	FKBP1A	protein-coding	FK506 binding protein 1A, 12kDa
22800	imputed	RRAS2	protein-coding	related RAS viral (r-ras) oncogene homolog 2
22809	measured	ATF5	protein-coding	activating transcription factor 5
2281	imputed	FKBP1B	protein-coding	FK506 binding protein 1B, 12.6 kDa
22818	imputed	COPZ1	protein-coding	coatomer protein complex, subunit zeta 1
22820	imputed	COPG1	protein-coding	coatomer protein complex, subunit gamma 1
22822	imputed	PHLDA1	protein-coding	pleckstrin homology-like domain, family A, member 1
22823	measured	MTF2	protein-coding	metal response element binding transcription factor 2
22824	imputed	HSPA4L	protein-coding	heat shock 70kDa protein 4-like
22826	imputed	DNAJC8	protein-coding	DnaJ (Hsp40) homolog, subfamily C, member 8
22827	measured	PUF60	protein-coding	poly-U binding splicing factor 60KDa
22828	imputed	SCAF8	protein-coding	SR-related CTD-associated factor 8
22836	imputed	RHOBTB3	protein-coding	Rho-related BTB domain containing 3
22837	imputed	COBLL1	protein-coding	cordon-bleu WH2 repeat protein-like 1
22838	imputed	RNF44	protein-coding	ring finger protein 44
22839	imputed	DLGAP4	protein-coding	discs, large (Drosophila) homolog-associated protein 4
22841	measured	RAB11FIP2	protein-coding	RAB11 family interacting protein 2 (class I)
22845	imputed	DOLK	protein-coding	dolichol kinase
22848	imputed	AAK1	protein-coding	AP2 associated kinase 1
22850	imputed	ADNP2	protein-coding	ADNP homeobox 2
22856	imputed	CHSY1	protein-coding	chondroitin sulfate synthase 1
22859	imputed	ADGRL1	protein-coding	adhesion G protein-coupled receptor L1
2286	imputed	FKBP2	protein-coding	FK506 binding protein 2, 13kDa
22862	imputed	FNDC3A	protein-coding	fibronectin type III domain containing 3A
22863	imputed	ATG14	protein-coding	autophagy related 14
22864	imputed	R3HDM2	protein-coding	R3H domain containing 2
22868	imputed	FASTKD2	protein-coding	FAST kinase domains 2
2287	imputed	FKBP3	protein-coding	FK506 binding protein 3, 25kDa
22870	imputed	PPP6R1	protein-coding	protein phosphatase 6, regulatory subunit 1
22872	imputed	SEC31A	protein-coding	SEC31 homolog A (S. cerevisiae)
22873	imputed	DZIP1	protein-coding	DAZ interacting zinc finger protein 1
22875	imputed	ENPP4	protein-coding	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)
22876	imputed	INPP5F	protein-coding	inositol polyphosphate-5-phosphatase F
22877	imputed	MLXIP	protein-coding	MLX interacting protein
22878	imputed	TRAPPC8	protein-coding	trafficking protein particle complex 8
2288	measured	FKBP4	protein-coding	FK506 binding protein 4, 59kDa
22880	imputed	MORC2	protein-coding	MORC family CW-type zinc finger 2
22882	imputed	ZHX2	protein-coding	zinc fingers and homeoboxes 2
22883	measured	CLSTN1	protein-coding	calsyntenin 1
22884	imputed	WDR37	protein-coding	WD repeat domain 37
22885	imputed	ABLIM3	protein-coding	actin binding LIM protein family, member 3
22887	measured	FOXJ3	protein-coding	forkhead box J3
22889	measured	KIAA0907	protein-coding	KIAA0907
2289	imputed	FKBP5	protein-coding	FK506 binding protein 5
22890	imputed	ZBTB1	protein-coding	zinc finger and BTB domain containing 1
22898	imputed	DENND3	protein-coding	DENN/MADD domain containing 3
22902	imputed	RUFY3	protein-coding	RUN and FYVE domain containing 3
22903	imputed	BTBD3	protein-coding	BTB (POZ) domain containing 3
22904	imputed	SBNO2	protein-coding	strawberry notch homolog 2 (Drosophila)
22905	measured	EPN2	protein-coding	epsin 2
22906	imputed	TRAK1	protein-coding	trafficking protein, kinesin binding 1
22907	imputed	DHX30	protein-coding	DEAH (Asp-Glu-Ala-His) box helicase 30
22908	measured	SACM1L	protein-coding	SAC1 suppressor of actin mutations 1-like (yeast)
22911	imputed	WDR47	protein-coding	WD repeat domain 47
22913	imputed	RALY	protein-coding	RALY heterogeneous nuclear ribonucleoprotein
22916	imputed	NCBP2	protein-coding	nuclear cap binding protein subunit 2, 20kDa
22919	imputed	MAPRE1	protein-coding	microtubule-associated protein, RP/EB family, member 1
22920	imputed	KIFAP3	protein-coding	kinesin-associated protein 3
22921	imputed	MSRB2	protein-coding	methionine sulfoxide reductase B2
22926	measured	ATF6	protein-coding	activating transcription factor 6
22927	imputed	HABP4	protein-coding	hyaluronan binding protein 4
22928	imputed	SEPHS2	protein-coding	selenophosphate synthetase 2
22929	imputed	SEPHS1	protein-coding	selenophosphate synthetase 1
22930	imputed	RAB3GAP1	protein-coding	RAB3 GTPase activating protein subunit 1 (catalytic)
22932	imputed	POMZP3	protein-coding	POM121 and ZP3 fusion
22933	imputed	SIRT2	protein-coding	sirtuin 2
22934	measured	RPIA	protein-coding	ribose 5-phosphate isomerase A
22936	imputed	ELL2	protein-coding	elongation factor, RNA polymerase II, 2
22937	imputed	SCAP	protein-coding	SREBF chaperone
22938	imputed	SNW1	protein-coding	SNW domain containing 1
22941	imputed	SHANK2	protein-coding	SH3 and multiple ankyrin repeat domains 2
22943	imputed	DKK1	protein-coding	dickkopf WNT signaling pathway inhibitor 1
22944	imputed	KIN	protein-coding	Kin17 DNA and RNA binding protein
22948	imputed	CCT5	protein-coding	chaperonin containing TCP1, subunit 5 (epsilon)
22950	imputed	SLC4A1AP	protein-coding	solute carrier family 4 (anion exchanger), member 1, adaptor protein
22954	imputed	TRIM32	protein-coding	tripartite motif containing 32
22955	imputed	SCMH1	protein-coding	sex comb on midleg homolog 1 (Drosophila)
2296	imputed	FOXC1	protein-coding	forkhead box C1
2297	imputed	FOXD1	protein-coding	forkhead box D1
22974	imputed	TPX2	protein-coding	TPX2, microtubule-associated
22976	imputed	PAXIP1	protein-coding	PAX interacting (with transcription-activation domain) protein 1
22977	imputed	AKR7A3	protein-coding	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)
22978	imputed	NT5C2	protein-coding	5'-nucleotidase, cytosolic II
22980	imputed	TCF25	protein-coding	transcription factor 25 (basic helix-loop-helix)
22982	imputed	DIP2C	protein-coding	DIP2 disco-interacting protein 2 homolog C (Drosophila)
22984	imputed	PDCD11	protein-coding	programmed cell death 11
22985	imputed	ACIN1	protein-coding	apoptotic chromatin condensation inducer 1
22992	imputed	KDM2A	protein-coding	lysine (K)-specific demethylase 2A
22993	imputed	HMGXB3	protein-coding	HMG box domain containing 3
22996	imputed	TTC39A	protein-coding	tetratricopeptide repeat domain 39A
22998	imputed	LIMCH1	protein-coding	LIM and calponin homology domains 1
23	measured	ABCF1	protein-coding	ATP-binding cassette, sub-family F (GCN20), member 1
230	measured	ALDOC	protein-coding	aldolase C, fructose-bisphosphate
23001	imputed	WDFY3	protein-coding	WD repeat and FYVE domain containing 3
23002	imputed	DAAM1	protein-coding	dishevelled associated activator of morphogenesis 1
23008	imputed	KLHDC10	protein-coding	kelch domain containing 10
23011	measured	RAB21	protein-coding	RAB21, member RAS oncogene family
23013	measured	SPEN	protein-coding	spen family transcriptional repressor
23014	measured	FBXO21	protein-coding	F-box protein 21
23015	imputed	GOLGA8A	protein-coding	golgin A8 family, member A
23016	imputed	EXOSC7	protein-coding	exosome component 7
23017	imputed	FAIM2	protein-coding	Fas apoptotic inhibitory molecule 2
23019	imputed	CNOT1	protein-coding	CCR4-NOT transcription complex, subunit 1
23020	imputed	SNRNP200	protein-coding	small nuclear ribonucleoprotein 200kDa (U5)
23022	imputed	PALLD	protein-coding	palladin, cytoskeletal associated protein
23023	imputed	TMCC1	protein-coding	transmembrane and coiled-coil domain family 1
23028	imputed	KDM1A	protein-coding	lysine (K)-specific demethylase 1A
23029	measured	RBM34	protein-coding	RNA binding motif protein 34
23030	imputed	KDM4B	protein-coding	lysine (K)-specific demethylase 4B
23032	imputed	USP33	protein-coding	ubiquitin specific peptidase 33
23033	imputed	DOPEY1	protein-coding	dopey family member 1
23034	imputed	SAMD4A	protein-coding	sterile alpha motif domain containing 4A
23036	imputed	ZNF292	protein-coding	zinc finger protein 292
23038	measured	WDTC1	protein-coding	WD and tetratricopeptide repeats 1
23039	measured	XPO7	protein-coding	exportin 7
23041	imputed	MON2	protein-coding	MON2 homolog (S. cerevisiae)
23042	imputed	PDXDC1	protein-coding	pyridoxal-dependent decarboxylase domain containing 1
23043	imputed	TNIK	protein-coding	TRAF2 and NCK interacting kinase
23047	imputed	PDS5B	protein-coding	PDS5 cohesin associated factor B
23048	imputed	FNBP1	protein-coding	formin binding protein 1
2305	imputed	FOXM1	protein-coding	forkhead box M1
23051	imputed	ZHX3	protein-coding	zinc fingers and homeoboxes 3
23052	imputed	ENDOD1	protein-coding	endonuclease domain containing 1
23053	imputed	ZSWIM8	protein-coding	zinc finger, SWIM-type containing 8
23054	imputed	NCOA6	protein-coding	nuclear receptor coactivator 6
23061	measured	TBC1D9B	protein-coding	TBC1 domain family, member 9B (with GRAM domain)
23062	imputed	GGA2	protein-coding	golgi-associated, gamma adaptin ear containing, ARF binding protein 2
23063	imputed	WAPAL	protein-coding	wings apart-like homolog (Drosophila)
23064	imputed	SETX	protein-coding	senataxin
23065	imputed	EMC1	protein-coding	ER membrane protein complex subunit 1
23066	imputed	CAND2	protein-coding	cullin-associated and neddylation-dissociated 2 (putative)
23067	imputed	SETD1B	protein-coding	SET domain containing 1B
23070	imputed	CMTR1	protein-coding	cap methyltransferase 1
23071	imputed	ERP44	protein-coding	endoplasmic reticulum protein 44
23074	imputed	UHRF1BP1L	protein-coding	UHRF1 binding protein 1-like
23075	imputed	SWAP70	protein-coding	SWAP switching B-cell complex 70kDa subunit
23076	measured	RRP1B	protein-coding	ribosomal RNA processing 1B
23077	measured	MYCBP2	protein-coding	MYC binding protein 2, E3 ubiquitin protein ligase
